codigo;cod_competencia;identificador;nombre
habi1219;compe143;6173;Conoce los grupos y períodos de la tabla periódica y los criterios utilizados para su creación
habi1220;compe143;6174;Sitúa en la tabla periódica los elementos químicos
habi1221;compe143;6175;Diferencia entre número atómico y número másico. Resuelve problemas sobre el tema
habi1222;compe143;6176;Explica el concepto de ión. Identifica sus tipos y conoce las diferencias entre ellos
habi1223;compe143;6177;Comprende qué es el número de oxidación y su importancia
habi1224;compe143;6178;Conoce los principales números de oxidación de los elementos
habi1225;compe143;6179;Formula y nombra compuestos inorgánicos binarios
habi1226;compe143;6180;Formula y nombra compuestos inorgánicos ternarios
habi1227;compe143;6181;Formula y nombra compuestos inorgánicos cuaternarios
habi1228;compe143;6182;Conoce las características del átomo de carbono y su importancia en la química orgánica
habi1229;compe143;6183;Formula y nombra compuestos orgánicos
habi1230;compe144;6186;Diferencia entre los distintos tipos de enlaces y los reconoce en esquemas
habi1231;compe144;6187;Relaciona propiedades de un compuesto con su tipo de enlace
habi1232;compe144;6188;Reconoce en situaciones de la vida cotidiana cambios físicos y químicos
habi1233;compe144;6189;Resuelve problemas utilizando las leyes de las reacciones químicas
habi1234;compe144;6190;Comprende los conceptos de mol y de número de Avogadro y los aplica a la resolución de problemas
habi1235;compe144;6191;Reconoce cuáles son los reactivos y los productos a partir de la representación de reacciones químicas sencillas y comprueba que se cumple la ley de conservación de la masa
habi1236;compe144;6192;Representa e interpreta una reacción química a partir de la teoría atómico- molecular y la teoría de colisiones y deduce la ley de conservación de la masa
habi1237;compe144;6193;Ajusta reacciones químicas por distintos métodos
habi1238;compe144;6194;Dada una reacción química, reconoce de qué tipo es (combinación, descomposición…)
habi1239;compe144;6195;Resuelve problemas de estequiometría
habi1240;compe144;6196;Utiliza la teoría de Arrhenius para describir el comportamiento químico de ácidos y bases
habi1241;compe145;6199;Conoce los beneficios del reciclado de materiales y de adquirir hábitos de consumo que permitan el ahorro de materias primas
habi1242;compe145;6200;Valora la importancia de la industria química en la sociedad, su importancia en la mejora de la calidad de vida de las personas y su influencia en el medio ambiente
habi1243;compe146;6206;Justifica el carácter relativo del movimiento y la necesidad de un sistema de  referencia y de vectores para describirlo adecuadamente
habi1244;compe146;6207;Comprende los conceptos de trayectoria y desplazamiento, y los aplica a casos concretos
habi1245;compe146;6208;Establece la velocidad de un cuerpo como la relación entre el espacio recorrido y el tiempo invertido en recorrerlo
habi1246;compe146;6209;Diferencia entre velocidad media e instantánea a partir de gráficas espacio/tiempo y velocidad/tiempo, y deduce el valor de la aceleración utilizando éstas últimas
habi1247;compe146;6210;Resuelve problemas y elabora e interpreta gráficas, expresando correctamente las relaciones matemáticas que existen entre las magnitudes que definen el movimiento rectilíneo uniforme
habi1248;compe146;6211;Resuelve problemas y elabora e interpreta gráficas, expresando correctamente las relaciones matemáticas que existen entre las magnitudes que definen el movimiento rectilíneo uniformemente acelerado
habi1249;compe146;6212;Resuelve problemas y elabora e interpreta gráficas, expresando correctamente las relaciones matemáticas que existen entre las magnitudes que definen el movimiento circular
habi1250;compe147;6215;Reconoce el papel de las fuerzas como causa de los cambios en el estado de movimiento y de las deformaciones y las representa vectorialmente 6216. Reconoce los tipos de deformaciones en ejemplos cotidianos
habi1251;compe147;6217;Comprende y explica el papel que juega el rozamiento en la vida cotidiana
habi1252;compe147;6218;Conoce el papel de las máquinas simples en la transformación de un movimiento en otro diferente, y calcula la reducción de la fuerza que se necesita aplicar
habi1253;compe147;6219;Distingue entre masa y peso y calcula el valor de la aceleración de la gravedad a partir de la relación entre ambas magnitudes
habi1254;compe147;6220;Considera la fuerza gravitatoria como la responsable del peso de los cuerpos, de los movimientos orbitales y analiza los factores de los que depende
habi1255;compe147;6221;Reconoce las distintas fuerzas que aparecen en la naturaleza y los distintos fenómenos asociados a ellas
habi1256;compe147;6222;Comprende las leyes de Newton y las aplica para interpretar fenómenos cotidianos
habi1257;compe147;6223;Utiliza el principio fundamental de la dinámica en la resolución de problemas en los que intervienen varias fuerzas
habi1258;compe147;6224;Valora la relevancia histórica y científica de la ley de la gravitación universal e interpreta su expresión matemática
habi1259;compe147;6225;Resuelve problemas de caída libre de cuerpos y movimiento orbital aplicando la ley de la gravitación universal
habi1260;compe147;6226;Reconoce que el efecto de una fuerza no solo depende de su intensidad sino también de la superficie sobre la que actúa
habi1261;compe147;6227;Interpreta fenómenos naturales y aplicaciones tecnológicas en relación con los principios de la hidrostática, y resuelve problemas aplicando las expresiones matemáticas de los mismos
habi1262;compe147;6228;Diseña experiencias o dispositivos que ilustren el comportamiento de los fluidos
habi1263;compe147;6229;Comprende la influencia de la presión atmosférica en la vida cotidiana
habi1264;compe148;6232;Reconoce que la energía es la capacidad de producir transformaciones o cambios
habi1265;compe148;6233;Conoce y diferencia las diferentes formas de energía
habi1266;compe148;6234;Identifica las transformaciones de energía que se producen en actividades cotidianas y en experiencias sencillas realizadas en el laboratorio
habi1267;compe148;6235;Conoce y compara las diferentes fuentes de energía y su impacto medioambiental
habi1268;compe148;6236;Explica cómo se genera la electricidad en los diferentes tipos de centrales eléctricas y su transporte a los lugares de consumo
habi1269;compe148;6237;Comprende el concepto de degradación de la energía y su relación con el de rendimiento energético
habi1270;compe148;6238;Valora la importancia de realizar un consumo responsable de las fuentes energéticas para un desarrollo sostenible
habi1271;compe148;6239;Reconoce que el calor y el trabajo son dos formas de transferencia de energía, e identifica situaciones en las que se producen
habi1272;compe148;6240;Relaciona los conceptos de trabajo y potencia en la resolución de problemas
habi1273;compe148;6241;Comprende el principio de conservación de la energía mecánica y lo aplica a la resolución de problemas
habi1274;compe148;6242;Relaciona los conceptos de energía, calor y temperatura en términos de la teoría cinético-molecular y describe los mecanismos por los que se transfiere la energía térmica en diferentes situaciones cotidianas
habi1275;compe148;6243;Relaciona cualitativa y cuantitativamente el calor con los efectos que produce en los cuerpos: variación de temperatura, cambios de estado y dilatación
habi1276;compe148;6244;Conoce diferentes escalas termométricas y la equivalencia entre ellas.
habi1277;compe149;6248;Identifica en experiencias cotidianas o conocidas los principales tipos de ondas y sus características
habi1278;compe149;6249;Comprende que las ondas transportan energía pero no masa
habi1279;compe149;6250;Comprende las relaciones entre las magnitudes básicas de una onda
habi1280;compe149;6251;Diferencia entre los fenómenos de reflexión y refracción de la luz
habi1281;compe149;6252;Identifica el color de los cuerpos como la interacción de la luz con los mismos.
habi1282;compe149;6253;Reconoce los fenómenos de eco y reverberación
habi1283;compe149;6254;Reconoce determinadas aplicaciones tecnológicas del sonido como las ecografías, radares, sonar, etc.
habi1284;compe149;6255;Reconoce que la información se transmite mediante ondas, a través de diferentes soportes
habi1285;compe149;6256;Valora el problema de la contaminación acústica y lumínica
habi1286;compe150;6270;Conoce los tipos de cargas eléctricas, su papel en la constitución de la materia y las características de las fuerzas que se manifiestan entre ellas
habi1287;compe150;6272;Explica el fenómeno físico de la corriente eléctrica e interpreta el significado de las magnitudes intensidad de corriente, diferencia de potencial, resistencia y potencia, así como las relaciones entre ellas
habi1288;compe150;6274;Describe la función básica e identifica los distintos componentes de circuitos eléctricos y electrónicos
habi1289;compe150;6276;Resuelve ejercicios de funcionamiento de circuitos eléctricos
habi1290;compe150;6278;Comprueba los efectos de la electricidad y las relaciones entre las magnitudes eléctricas mediante el diseño y construcción de circuitos eléctricos y electrónicos sencillos, en el laboratorio o mediante aplicaciones virtuales interactivas
habi1291;compe150;6280;Justifica cualitativamente fenómenos magnéticos y valora la contribución del magnetismo en el desarrollo tecnológico
habi1292;compe150;6282;Compara los distintos tipos de imanes, analiza su comportamiento y deduce mediante experiencias las características de las fuerzas magnéticas puestas de manifiesto, así como su relación con la corriente eléctrica
habi1293;compe101;9000; Respeta las normas básicas de ergonomía 
habi1294;compe101;9001;Ubica el teclado a la altura correcta 
habi1295;compe101;9002;Mantiene una postura del cuerpo y de las manos correcta 
habi1296;compe101;9003; Pone en funcionamiento la PC/ notebook / netbook / Tablet
habi1297;compe101;9004; Identifica las partes del cuerpo que se utilizan para trabajar con las TIC 
habi1298;compe101;9005; Comenta la postura que adquieren amigos, familiares, etc, al trabajan con TIC 
habi1299;compe101;9006; Valora la importancia de cuidar las TIC para conservar su funcionamiento 
habi1300;compe102;9020; Identifica los elementos que componen las TIC (computadora, tablet, celular) 
habi1301;compe102;9021; Asocia cada elemento de las TIC a su nombre correspondiente
habi1302;compe102;9022; Expresa verbalmente las funciones de cada componente TIC 
habi1303;compe102;9050; Toca indiscriminadamente el teclado o el pulsador y busca el efecto en la pantalla mirándola 
habi1304;compe102;9051; Toca con un dedo las teclas o pulsador/es 
habi1305;compe102;9052; Aprieta de forma simultánea dos teclas
habi1306;compe102;9053; Identifica la barra espaciadora en el teclado 
habi1307;compe102;9055; Coloca su mano en el ratón y acciona un botón 
habi1308;compe102;9056; Maneja las teclas de desplazamiento (arriba, abajo, derecha e izquierda) 
habi1309;compe102;9057; Realiza el doble clic sobre un blanco
habi1310;compe102;9058; Realiza movimientos del ratón sobre el celular, la tablet o similares 
habi1311;compe102;9059; Identifica los elementos que conforman el escritorio (iconos, barra de tareas)  
habi1312;compe102;9060; Identifica los accesos directos de la barra de tareas 
habi1313;compe102;9061; Ingresa clave de usuario 
habi1314;compe102;9062; Expresa verbalmente los componentes del escritorio 
habi1315;compe102;9063; Utiliza y manipula correctamente los iconos del escritorio 
habi1316;compe102;9066; Manipula adecuadamente las ventanas minimizar, maximizar y cerrar
habi1317;compe102;9067; Utiliza la barra de desplazamiento
habi1318;compe102;9068; Distingue las funciones de los botones de una ventana 
habi1319;compe103;9100;Carga el procesador de textos 
habi1320;compe103;9102;Crea un documento nuevo 
habi1321;compe103;9104;Abre un documento ya creado 
habi1322;compe103;9106;Reconoce el menú, barras, área de trabajo. 
habi1323;compe103;9108;Inserta y edita un documento. 
habi1324;compe103;9109;Inserta caracteres y símbolos especiales
habi1325;compe103;9110;Corta un texto 
habi1326;compe103;9111;Copia un texto 
habi1327;compe103;9112;Pega un texto 
habi1328;compe103;9113;Deshace una tarea 
habi1329;compe103;9114;Busca y reemplaza textos 
habi1330;compe103;9115;Realiza una revisión ortográfica y gramatical 
habi1331;compe103;9116;Realiza la autocorreción del documento 
habi1332;compe103;9117;Revisa sinónimos 
habi1333;compe103;9118;Incluye notas a pie y notas al final 
habi1334;compe103;9119;Inserta hipervículos en el documento 
habi1335;compe103;9120;Da formato a un documento con diferentes tipos y tamaños de letras 
habi1336;compe103;9121;Define interlineado, espaciado y la alineación de los párrafos 
habi1337;compe103;9122;Configura y diseña las páginas 
habi1338;compe103;9123;Establece bordes y fondos de página 
habi1339;compe103;9124;Inserta viñetas, numeraciones y esquemas 
habi1340;compe103;9125;Inserta un salto de sección 
habi1341;compe103;9126;Maneja la herramienta de Estilos 
habi1342;compe103;9127;Guarda un documento con diferentes opciones 
habi1343;compe103;9128;Gestiona documentos con plantillas 
habi1344;compe103;9129;Imprime un documento 
habi1345;compe103;9130;Maneja las tabulaciones 
habi1346;compe103;9131;Crea y configura una tabla 
habi1347;compe103;9132;Inserta imágenes y elementos gráficos 
habi1348;compe103;9133;Sabe utilizar fórmulas matemáticas 
habi1349;compe103;9134;Inserta encabezamiento y pies de página 
habi1350;compe103;9136;Incluye un índice de contenidos 
habi1351;compe103;9137;Incluye índices de tablas e ilustraciones 
habi1352;compe103;9138;Incluye referencias cruzadas 
habi1353;compe103;9139;Crea un índice terminológico 
habi1354;compe103;9140;Diseña formularios 
habi1355;compe103;9141;Gestiona macros 
habi1356;compe103;9142;Inserta la fecha actual como campo 
habi1357;compe103;9144;Adquiere velocidad tecleando en la computadora 
habi1358;compe104;9200;Crea una base de datos 
habi1359;compe104;9202;Introduce y modifica los datos 
habi1360;compe104;9204;Edita una tabla existente 
habi1361;compe104;9206;Presenta adecuadamente los datos en las tablas 
habi1362;compe104;9208;Añade campos a una tabla en la vista hoja de datos 
habi1363;compe104;9209;Añade campos a una tabla en la vista diseño 
habi1364;compe104;9210;Especifica las propiedades de los datos 
habi1365;compe104;9211;Ordena y filtra registros en la vista hoja de datos 
habi1366;compe104;9213;Importa y exporta tablas 
habi1367;compe104;9214;Relaciona tablas 
habi1368;compe104;9215;Consulta datos de las tablas 
habi1369;compe104;9218;Consulta tablas combinadas 
habi1370;compe104;9219;Conoce el lenguaje SQL 
habi1371;compe104;9220;Diseña formularios 
habi1372;compe104;9222;Maneja subformularios 
habi1373;compe104;9224;Crea informes sencillos 
habi1374;compe104;9225;Modifica informes sencillos 
habi1375;compe104;9226;Conoce la programación de macros 
habi1376;compe105;9150;Crea, guarda y recupera una planilla de cálculo 
habi1377;compe105;9151;Introduce datos en una planilla de cálculo 
habi1378;compe105;9152;Opera con una hoja de cálculo 
habi1379;compe105;9153;Cambia el aspecto de una hoja de cálculo 
habi1380;compe105;9154;Incluye fórmulas y funciones 
habi1381;compe105;9155;Incluye referencias relativas, absolutas, mixtas y externas 
habi1382;compe105;9157;Clasifica datos siguiendo criterios 
habi1383;compe105;9158;Crea gráficos 
habi1384;compe105;9159;Modifica la apariencia de un gráfico 
habi1385;compe105;9160;Realiza gráficos en 3D 
habi1386;compe105;9161;Imprime un documento 
habi1387;compe106;9400;Diseña diapositivas 
habi1388;compe106;9402;Organiza las diapositivas 
habi1389;compe106;9404;Visualiza una presentación 
habi1390;compe106;9406;Incluye en las diapositivas películas y sonidos 
habi1391;compe106;9408;Cambia el aspecto de la presentación 
habi1392;compe106;9410;Incluye efectos de animación 
habi1393;compe106;9412;Guarda e imprime una presentación 
habi1394;compe107;9300;Identifica el programa de dibujo en el escritorio 
habi1395;compe107;9302;Reconoce la barra de herramientas, la barra de colores y el resto de barras 
habi1396;compe107;9304;Expresa verbalmente las funciones de la barra de herramientas, de colores y de desplazamiento 
habi1397;compe107;9306;Maneja correctamente el ratón y el dedo/puntero sobre la pantalla 
habi1398;compe107;9308;Percibe, identifica y reconoce el bote de pintura, la brocha y el spray en la barra de herramientas 
habi1399;compe109;9500;Instala y ejecuta Scratch 
habi1400;compe109;9502;Mueve un objeto 
habi1401;compe109;9504;Cambia los atributos del Sprite 
habi1402;compe109;9506;Utiliza las variables propias del  Scratch 
habi1403;compe109;9508;Agrega bloques de códigos 
habi1404;compe109;9510;Guarda el proyecto 
habi1405;compe109;9512;Se une a la comunidad global del Scratch 
habi1406;compe109;9514;Corre la aplicación de Scratch en  Escenario 
habi1407;compe109;9516;Genera nuevos Sprites con Editor de  Pinturas 
habi1408;compe109;9518;Añade efectos sonoros 
habi1409;compe109;9520;Añade disfraces 
habi1410;compe109;9522;Crea Pilas con diversos Bloques 
habi1411;compe109;9524;Añade notas a los proyectos 
habi1412;compe109;9526;Utiliza bloques de Movimiento 
habi1413;compe109;9528;Utiliza bloques de Apariencia 
habi1414;compe109;9530;Utiliza bloques de Sonido 
habi1415;compe109;9532;Utiliza bloques de Lápiz 
habi1416;compe109;9534;Utiliza bloques de Control para iniciar la ejecución de un Script 
habi1417;compe109;9536;Utiliza bloques de Sensores 
habi1418;compe109;9538;Utiliza bloques de Operadores 
habi1419;compe109;9540;Utiliza bloques de Variables 
habi1420;compe109;9542;Añade un fondo al Escenario 
habi1421;compe109;9544;Trabaja con variables locales y globales 
habi1422;compe109;9546;Utiliza variables como un medio de guardar y recuperar datos 
habi1423;compe109;9548;Programa acciones de suma, resta, multiplicación y división 
habi1424;compe109;9550;Genera aplicaciones usando números al azar y comparación 
habi1425;compe109;9552;Configura bucles e implementar condicional lógica de programación 
habi1426;compe109;9554;Conoce como enviar y recibir mensajes entre sprites 
habi1427;compe110;9600;Distingue entre máquina, automatismo y robot 
habi1428;compe110;9602;Valora las implicaciones sociales y éticas de la utilización de robots tanto en la industria como en la vida cotidiana 
habi1429;compe110;9604;Identifica los componentes de un robot 
habi1430;compe110;9606;Diferencia entre los distintos sistemas de control 
habi1431;compe110;9608;Conoce e identificar los distintos sensores que transmiten información a un sistema de control 
habi1432;compe110;9610;Monta automatismos sencillos 
habi1433;compe110;9612;Conoce las aplicaciones de los robots en la industria 
habi1434;compe111;5004;Percibe e identifica el silencio y los sonidos 
habi1435;compe111;5006;Identifica, clasifica y describe las cualidades de los sonidos del entorno natural y social 
habi1436;compe111;5008;Diferencia las cualidades del sonido 
habi1437;compe111;5010;Reproduce silencios, sonidos y sus cualidades con diferentes objetos o instrumentos y la propia voz 
habi1438;compe111;5012;Elige ambientes sonoros agradables 
habi1439;compe112;5029;Percibe la pulsación de la música y ritmos sencillos en canciones conocidas 
habi1440;compe112;5032;Usa distintos tipos de instrumentos para experimentar con la pulsación y el ritmo 
habi1441;compe112;5034;Improvisa partiendo de un esquema rítmico 
habi1442;compe112;5036;Conoce vocabulario musical 
habi1443;compe112;5038;Representa gráficamente la pulsación de una música usando grafías convenidas 
habi1444;compe112;5040;Lee notas musicales 
habi1445;compe112;5042;Reconoce en una partitura los diferentes signos de la notación musical 
habi1446;compe112;5043;Utiliza grafías y notas de escritura musical 
habi1447;compe112;5046;Reconoce melodías en obras musicales 
habi1448;compe112;5048;Identifica elementos rítmicos 
habi1449;compe112;5050;Reconoce y aplica los ritmos y compases a través de la lectura o la audición de pequeñas obras 
habi1450;compe112;5052;Conoce formas musicales básicas 
habi1451;compe112;5054;Reconoce elementos formales en una obra musical 
habi1452;compe112;5056;Lee, inventa y escribe notaciones musicales de esquemas rítmicos 
habi1453;compe112;5058;Lee la partitura de una canción como apoyo a la audición 
habi1454;compe112;5060;Realiza dictados musicales 
habi1455;compe112;5062;Utiliza el lenguaje musical para interpretar obras 
habi1456;compe112;5064;Traduce al lenguaje musical convencional melodías y ritmos sencillos 
habi1457;compe112;5066;utiliza las TIC para el estudio del lenguaje musical
habi1458;compe113;5082;Acompaña, con elementos de percusión, alguna canción 
habi1459;compe113;5084;Improvisa con un instrumento sonidos, silencios y ritmos 
habi1460;compe113;5086;Conoce e identifica instrumentos de percusión 
habi1461;compe113;5088;Conoce e identifica instrumentos de viento 
habi1462;compe113;5090;Conoce e identifica instrumentos de cuerda 
habi1463;compe113;5092;Reconoce y clasifica instrumentos electrónicos 
habi1464;compe113;5094;Construye instrumentos musicales 
habi1465;compe113;5096;Reconoce y clasifica instrumentos sólo por su sonido 
habi1466;compe113;5098;Conoce distintos tipos de agrupaciones instrumentales 
habi1467;compe113;5099;Relaciona las cualidades de los instrumentos con su función dentro de una agrupación musical 
habi1468;compe113;5107;Interpreta piezas musicales 
habi1469;compe113;5108;Mantiene una postura corporal apropiada mientras toca un instrumento musical 
habi1470;compe113;5122;Participa en la orquesta escolar, respeta sus normas y muestra ánimo ante las dificultades musicales 
habi1471;compe113;5123;Percibe y manifiesta diferentes estados afectivos y emocionales provocados por la música 
habi1472;compe114;5130;Experimenta con las posibilidades de la voz 
habi1473;compe114;5132;Improvisa con la voz sonidos, silencios y ritmos 
habi1474;compe114;5134;Practica los parámetros vocales (respiración, articulación, resonancia, entonación …) 
habi1475;compe114;5136;Reconoce y describe las cualidades de la voz a través de audiciones 
habi1476;compe114;5138;Desarrolla y aplica habilidades y técnicas para mejorar su interpretación vocal 
habi1477;compe114;5140;Realiza audiciones y da una respuesta tonal por imitación, en forma de eco y ostinato 
habi1478;compe114;5142;Conoce distintos tipos de agrupaciones vocales 
habi1479;compe114;5144;Aprende canciones y las interpreta, individual o colectivamente, mostrando interés en la afinación, el ritmo y el comportamiento vocal 
habi1480;compe114;5146;Percibe y manifiesta diferentes estados afectivos y emocionales provocados por la modulación de la voz humana 
habi1481;compe115;5166;Escucha atentamente canciones, obras musicales o fragmentos 
habi1482;compe115;5168;Respeta las producciones musicales ejecutadas por personas conocidas o desconocidas 
habi1483;compe115;5170;Se interesa por conocer canciones propias de su cultura 
habi1484;compe115;5172;Conoce y clasifica diferentes tipos de canciones 
habi1485;compe115;5174;Reconoce canciones y fragmentos de obras musicales conocidas 
habi1486;compe115;5176;Se interesa por descubrir obras musicales de diferentes características, y las utiliza como marco de referencia para sus creaciones 
habi1487;compe115;5178;Conoce o interpreta piezas vocales e instrumentales de distintos lugares, épocas y estilos, valorando su aportación al enriquecimiento personal, social y cultural 
habi1488;compe115;5180;Sitúa una obra musical en las coordenadas de espacio y tiempo 
habi1489;compe115;5182;Reconoce y compara los rasgos distintivos de obras musicales y los describe utilizando una terminología adecuada 
habi1490;compe115;5184;Analiza y emite una valoración de una obra musical 
habi1491;compe115;5186;Conoce y observa las normas de comportamiento en audiciones y representaciones musicales 
habi1492;compe115;5188;Comprende y respeta las normas que regulan la propiedad intelectual en cuanto a reproducción y copia de obras musicales 
habi1493;compe116;5208;Asocia sonidos a gestos rítmicos y mímicos 
habi1494;compe116;5210;Sigue, con el movimiento del cuerpo o con instrumentos de percusión, la regularidad de la música 
habi1495;compe116;5212;Ejecuta movimientos libres y espontáneos siguiendo el ritmo de una música 
habi1496;compe116;5214;Explora las posibilidades expresivas de su cuerpo a través de la improvisación y la coordinación de movimientos en juegos y danzas 
habi1497;compe116;5216;Potencia su cuerpo como instrumento de expresión y comunicación y adquiere confianza en las propias posibilidades 
habi1498;compe116;5218;Controla la postura y la coordinación con la música cuando danza 
habi1499;compe116;5220;Interpreta danzas tradicionales sencillas 
habi1500;compe116;5222;Conoce danzas de distintas épocas y lugares valorando su aportación al patrimonio artístico y cultural 
habi1501;compe116;5224;Baila en pareja y en grupo, coordinando los movimientos 
habi1502;compe116;5226;Inventa e interpreta coreografías adecuando su concepción al carácter expresivo de la obra 
habi1503;compe117;5246;Identifica los recursos específicos del lenguaje sonoro empleados en la construcción de la banda sonora de una producción audiovisual 
habi1504;compe117;5248;Selecciona y utiliza recursos tecnológicos para diferentes aplicaciones musicales 
habi1505;compe117;5250;Sabe buscar y seleccionar fragmentos musicales adecuados para sonorizar secuencias de imágenes 
habi1506;compe117;5252;Elabora la banda sonora de un producto audiovisual mediante aplicaciones digitales 
habi1507;compe117;5254;Identifica las prestaciones técnicas de los diversos micrófonos y accesorios necesarios en proyectos audiovisuales y de espectáculos 
habi1508;compe118;5280;Identifica en un objeto sus elementos visuales básicos (forma, color, tamaño y volumen) 
habi1509;compe118;5282;Discrimina la totalidad de un objeto y sus partes 
habi1510;compe118;5284;Identifica en el entorno formas figurativas y abstractas 
habi1511;compe118;5286;Distingue las formas del entorno y reconoce los cambios que se producen al modificar la distancia del punto de observación 
habi1512;compe118;5288;Analiza imágenes del entorno y obras artísticas, valorando sus cualidades estéticas y disfrutando con su contemplación 
habi1513;compe118;5290;Distingue el tema o género de obras plásticas 
habi1514;compe118;5312;Observa los elementos del lenguaje visual y plástico en ilustraciones, carteles, reproducciones de obras de arte y fotografías 
habi1515;compe118;5314;Conoce obras visuales de su entorno (pinturas, esculturas, dibujos…) 
habi1516;compe118;5316;Reconoce, respeta y valora las manifestaciones artísticas más importantes del patrimonio cultural y artístico del país 
habi1517;compe118;5318;Aprecia y disfruta las posibilidades que ofrecen los museos de conocer las obras de arte que en ellos se exponen 
habi1518;compe118;5320;Conoce alguna de las profesiones de los ámbitos artísticos y se interesa por las características del trabajo de los artistas y artesanos 
habi1519;compe118;5322;Elige ambientes estéticamente agradables 
habi1520;compe118;5324;Aplica recursos básicos del lenguaje plástico visual y busca nuevas formas personales de expresión artística 
habi1521;compe118;5326;Comprende y emplea diferentes niveles de iconicidad de la imagen gráfica 
habi1522;compe118;5328;Reflexiona y comenta el proceso creativo propio y ajeno desde la idea inicial hasta la ejecución definitiva 
habi1523;compe119;5348;Utiliza el punto, la línea y el plano para representar el entorno próximo y el imaginario 
habi1524;compe119;5350;Experimenta con el concepto de línea mediante las técnicas de desgarrar, cortar, pinchar o plegar 
habi1525;compe119;5352;Experimenta con el punto, la línea y el plano con el concepto de ritmo 
habi1526;compe119;5354;Experimenta con el valor expresivo de la línea y el punto y sus posibilidades tonales (dureza y posición del lápiz, la presión ejercida …) 
habi1527;compe119;5356;Identifica y valora la importancia del punto, la línea y el plano analizando de manera oral y escrita imágenes y producciones gráfico- plásticas propias y ajenas 
habi1528;compe119;5358;Experimenta y percibe la transparencia y opacidad de objetos y materiales, en contraste con la luz 
habi1529;compe119;5360;Identifica las cualidades de la luz en los tonos claros-oscuros 
habi1530;compe119;5362;Aplica mezclas con colores, más el blanco o el negro, para conseguir tonos más claros u oscuros 
habi1531;compe119;5364;Clasifica y ordena los colores primarios (magenta, cian y amarillo) y secundarios (verde, violeta y rojo) en el círculo cromático y los utiliza con sentido en sus obras 
habi1532;compe119;5366;Experimenta con los colores primarios y secundarios estudiando la síntesis aditiva y sustractiva y los colores complementarios 
habi1533;compe119;5368;Realiza modificaciones del color y sus propiedades aplicando las TIC 
habi1534;compe119;5370;Conoce la simbología de los colores fríos y cálidos y aplica dichos conocimientos para transmitir diferentes sensaciones en las composiciones plásticas que realiza 
habi1535;compe119;5372;Observa tonalidades del entorno natural y las reproduce mediante la pintura 
habi1536;compe119;5374;Distingue y explica las características del color, en cuanto a su luminosidad, tono y saturación, aplicándolas con un propósito concreto en sus producciones 
habi1537;compe119;5376;Analiza y compara las texturas naturales y artificiales, así como las texturas visuales y táctiles y realiza trabajos artísticos utilizando estos conocimientos 
habi1538;compe119;5378;Conoce posibilidades expresivas de algunos materiales por su color, forma, textura, posición, contraste de luces y sombras, etc. 
habi1539;compe119;5380;Realiza composiciones que transmiten emociones básicas (calma, violencia, libertad, opresión, alegría, tristeza, etc.) utilizando distintos recursos gráficos en cada caso (claroscuro, líneas, puntos, texturas, colores…) 
habi1540;compe120;5400;Reconoce el fondo y la forma de un objeto o imagen 
habi1541;compe120;5402;Reconoce objetos simples en diferentes posiciones 
habi1542;compe120;5404;Establece relaciones entre formas por contraste, asociación o analogía 
habi1543;compe120;5406;Traza, utilizando la escuadra y el cartabón, rectas paralelas y perpendiculares 
habi1544;compe120;5408;Utiliza la regla considerando el milímetro como unidad de medida habitual aplicada al dibujo técnico 
habi1545;compe120;5410;Suma y resta segmentos utilizando la regla y el compás 
habi1546;compe120;5412;Traza círculos con el compás conociendo el radio 
habi1547;compe120;5414;Divide la circunferencia en dos, tres, cuatro o seis partes iguales, utilizando los materiales propios del dibujo técnico 
habi1548;compe120;5416;Aplica la división de la circunferencia a la construcción de estrellas y elementos florales que posteriormente colorea 
habi1549;compe120;5418;Suma y resta ángulos utilizando la escuadra y el cartabón 
habi1550;compe120;5420;Continúa series con motivos geométricos (rectas y curvas) utilizando una cuadrícula e instrumentos propios del dibujo técnico 
habi1551;compe120;5422;Confecciona cenefas interrelacionando formas y colores en seriación y alternancia 
habi1552;compe120;5424;Identifica en una obra bidimensional formas geométricas simples
habi1553;compe120;5426;Analiza la realidad descomponiéndola en formas geométricas básicas y trasladando la misma a composiciones bidimensionales 
habi1554;compe120;5428;Realiza composiciones utilizando formas geométricas básicas sugeridas por el profesor 
habi1555;compe120;5430;Cambia la escala de un dibujo sencillo mediante el uso de una cuadrícula 
habi1556;compe121;5450;Representa, manteniendo las proporciones, objetos aislados o agrupados del natural o del entorno inmediato 
habi1557;compe121;5452;Conoce las reglas básicas de la composición en las artes visuales 
habi1558;compe121;5454;Analiza y explica el esquema compositivo básico de obras plásticas atendiendo a los conceptos de equilibrio, proporción y ritmo 
habi1559;compe121;5456;Organiza el espacio de sus producciones bidimensionales utilizando conceptos básicos de composición, equilibrio y proporción 
habi1560;compe121;5458;Identifica los conceptos de horizontalidad y verticalidad utilizándolos en sus composiciones con fines expresivos 
habi1561;compe121;5460;Elabora carteles cuidando el tamaño, equilibrio, proporción, color, tipografía… 
habi1562;compe121;5462;Muestra interés por descubrir imágenes ocultas en composiciones plásticas 
habi1563;compe122;5482;Conoce las posibilidades de utilización de diferentes materiales y utensilios plásticos y su conservación 
habi1564;compe122;5484;Organiza y planea su propio proceso creativo (idea, recogida de información, bocetos, materiales, …) 
habi1565;compe122;5486;Modifica un trabajo añadiendo o suprimiendo elementos 
